Date,Inbound,Outbound
2020-12-13 13:50:00,8457607170.8,1812006242.0
2020-12-13 13:55:00,7657301052.1,1689185900.0
2020-12-13 14:00:00,7769151229.2,1581296908.1
2020-12-13 14:05:00,7878043734.2,1542936976.0
2020-12-13 14:10:00,7140169761.6,1577751912.3
2020-12-13 14:15:00,7074704869.8,1694589923.6
2020-12-13 14:20:00,7121084166.1,1700303541.0
2020-12-13 14:25:00,7102811543.9,1711603276.2
2020-12-13 14:30:00,7138791346.2,1796215128.8
2020-12-13 14:35:00,6988208828.1,1759187101.1
2020-12-13 14:40:00,6925932195.2,1743527813.3
2020-12-13 14:45:00,7469906020.8,1820439046.2
2020-12-13 14:50:00,7658597697.3,1774125725.3
2020-12-13 14:55:00,7321406594.0,1809800174.6
2020-12-13 15:00:00,7082082213.8,1733218848.5
2020-12-13 15:05:00,6751806264.9,1697295739.3
2020-12-13 15:10:00,7002618637.4,1784662622.5
2020-12-13 15:15:00,6859310760.6,1767285638.2
2020-12-13 15:20:00,7121135558.7,1802485846.7
2020-12-13 15:25:00,7292758853.2,1779828034.3
2020-12-13 15:30:00,7063518700.0,1845002667.8
2020-12-13 15:35:00,7019320691.6,1814003488.1
2020-12-13 15:40:00,7365109878.2,1817533005.3
2020-12-13 15:45:00,7529405628.9,1908118475.3
2020-12-13 15:50:00,7335798145.9,1869441034.9
2020-12-13 15:55:00,7623046432.6,1922709409.2
2020-12-13 16:00:00,8339823437.7,2075657165.9
2020-12-13 16:05:00,8212399682.0,2048006022.4
2020-12-13 16:10:00,8085843533.4,2049965432.9
2020-12-13 16:15:00,8403929668.5,2122196719.0
2020-12-13 16:20:00,8595967676.8,2211165650.1
2020-12-13 16:25:00,8486243029.2,2165713747.1
2020-12-13 16:30:00,8806861921.1,2236887446.2
2020-12-13 16:35:00,8641644086.5,2201847353.0
2020-12-13 16:40:00,8841635594.6,2236336800.6
2020-12-13 16:45:00,8755648964.6,2308608232.0
2020-12-13 16:50:00,8835448128.4,2319895905.1
2020-12-13 16:55:00,8775712812.5,2336663803.4
2020-12-13 17:00:00,9547552311.2,2334620081.9
2020-12-13 17:05:00,9610254146.3,2304298007.9
2020-12-13 17:10:00,9441032501.9,2406042090.2
2020-12-13 17:15:00,9661972081.0,2433027308.0
2020-12-13 17:20:00,9493091106.4,2500151502.6
2020-12-13 17:25:00,9467788451.4,2546553892.9
2020-12-13 17:30:00,10060138117.0,2683010343.9
2020-12-13 17:35:00,10487521654.0,2683945933.2
2020-12-13 17:40:00,10217617253.0,2693732733.0
2020-12-13 17:45:00,10297932193.0,2797537962.0
2020-12-13 17:50:00,10167211217.0,2886417018.1
2020-12-13 17:55:00,10333402281.0,2897487535.9
2020-12-13 18:00:00,10621167749.0,3024666236.2
2020-12-13 18:05:00,10836306342.0,3046850339.3
2020-12-13 18:10:00,10877125376.0,3014339016.5
2020-12-13 18:15:00,11003255705.0,3082826329.3
2020-12-13 18:20:00,10942135172.0,3010231084.8
2020-12-13 18:25:00,10814207445.0,3016981954.5
2020-12-13 18:30:00,11044370752.0,3106986419.9
2020-12-13 18:35:00,10646198654.0,3190636671.8
2020-12-13 18:40:00,10759794712.0,3323895296.3
2020-12-13 18:45:00,10928133227.0,3298866134.7
2020-12-13 18:50:00,11037986432.0,3171769816.1
2020-12-13 18:55:00,10901144985.0,3135845124.2
2020-12-13 19:00:00,10940121410.0,3130901864.5
2020-12-13 19:05:00,10664017684.0,3050741300.3
2020-12-13 19:10:00,11177092071.0,3192471800.7
