Date,Inbound,Outbound
2020-12-13 13:50:00,2822533649.7,625638000.54
2020-12-13 13:55:00,2829360619.1,649635761.61
2020-12-13 14:00:00,2849763883.0,591086354.78
2020-12-13 14:05:00,2748249619.0,590909357.5
2020-12-13 14:10:00,2628645345.6,589825218.59
2020-12-13 14:15:00,2732895920.8,607267570.99
2020-12-13 14:20:00,2792730457.9,567819128.99
2020-12-13 14:25:00,2749710519.0,563299261.43
2020-12-13 14:30:00,2714732381.0,596382688.74
2020-12-13 14:35:00,2844321839.4,578720914.93
2020-12-13 14:40:00,3167539174.5,585509213.94
2020-12-13 14:45:00,3030781934.0,591412520.09
2020-12-13 14:50:00,2775020582.5,563037052.83
2020-12-13 14:55:00,2574824222.2,556353095.28
2020-12-13 15:00:00,2534762962.2,553683971.84
2020-12-13 15:05:00,2516874160.3,564855238.59
2020-12-13 15:10:00,2785313795.4,578858905.78
2020-12-13 15:15:00,3098793089.9,615363773.84
2020-12-13 15:20:00,2861840929.2,621741817.99
2020-12-13 15:25:00,2826677939.3,648081563.9
2020-12-13 15:30:00,2786101068.5,652763026.42
2020-12-13 15:35:00,2668133261.9,635767593.03
2020-12-13 15:40:00,2706243138.7,653611705.67
2020-12-13 15:45:00,3027158489.1,714724749.69
2020-12-13 15:50:00,3121894144.0,690860566.53
2020-12-13 15:55:00,2780434722.7,670967761.53
2020-12-13 16:00:00,2630702977.3,677640099.97
2020-12-13 16:05:00,2851926957.7,666325722.63
2020-12-13 16:10:00,2899278769.3,657774839.17
2020-12-13 16:15:00,2964501690.4,666637302.89
2020-12-13 16:20:00,2935714071.0,650090018.63
2020-12-13 16:25:00,3223766508.2,657398475.87
2020-12-13 16:30:00,3218898594.0,675042645.7
2020-12-13 16:35:00,3201525287.8,689373046.43
2020-12-13 16:40:00,3332953750.4,739222114.18
2020-12-13 16:45:00,3112568517.2,746911233.18
2020-12-13 16:50:00,3071395533.4,731520540.4
2020-12-13 16:55:00,2985448086.4,742882808.11
2020-12-13 17:00:00,2966824585.9,761411693.38
2020-12-13 17:05:00,2972778340.7,791671346.25
2020-12-13 17:10:00,3386505831.2,805078126.94
2020-12-13 17:15:00,3549774018.1,776980824.64
2020-12-13 17:20:00,3314782023.1,796246432.53
2020-12-13 17:25:00,3427424931.4,817309757.31
2020-12-13 17:30:00,3396955707.3,856186917.81
2020-12-13 17:35:00,3329392379.4,872500757.89
2020-12-13 17:40:00,3666225706.4,926835884.26
2020-12-13 17:45:00,3922831541.3,942458807.45
2020-12-13 17:50:00,3873569603.8,939393558.03
2020-12-13 17:55:00,3925077174.7,926886447.27
2020-12-13 18:00:00,3898678622.8,941873858.77
2020-12-13 18:05:00,3935329766.8,974692133.76
2020-12-13 18:10:00,3955206263.9,1044151373.5
2020-12-13 18:15:00,3861465645.5,1054114857.0
2020-12-13 18:20:00,3925736542.0,1013481104.8
2020-12-13 18:25:00,4282774014.6,1048109505.9
2020-12-13 18:30:00,4215646903.0,1002809311.6
2020-12-13 18:35:00,4072134919.8,1038369306.2
2020-12-13 18:40:00,4213588981.8,1065856275.6
2020-12-13 18:45:00,4237826199.1,1087032796.0
2020-12-13 18:50:00,4578829628.2,1090430434.2
2020-12-13 18:55:00,4338410334.3,1088101248.0
2020-12-13 19:00:00,4619486827.2,1098907005.6
2020-12-13 19:05:00,4543060399.4,1098659981.5
2020-12-13 19:10:00,4313802732.8,1097620471.9
2020-12-13 19:15:00,4553358668.0,1112106628.5
2020-12-13 19:20:00,4520903052.4,1123886227.2
2020-12-13 19:25:00,4709913103.0,1116124481.9
2020-12-13 19:30:00,4690557567.7,1091437692.2
2020-12-13 19:35:00,4531080706.0,1132905903.1
2020-12-13 19:40:00,4671430263.7,1192898790.7
2020-12-13 19:45:00,4497413084.5,1285031594.4
2020-12-13 19:50:00,4441775994.9,1274702716.0
2020-12-13 19:55:00,4603510703.5,1288137184.8
2020-12-13 20:00:00,4314573338.0,1321477504.1
2020-12-13 20:05:00,4216540409.7,1299841302.4
2020-12-13 20:10:00,4247135828.1,1283786295.5
2020-12-13 20:15:00,4328751985.1,1251324230.0
2020-12-13 20:20:00,4274437738.4,1202539072.7
2020-12-13 20:25:00,4238027553.1,1186242628.5
2020-12-13 20:30:00,4243938521.9,1122497106.8
2020-12-13 20:35:00,4147175476.1,1051673541.5
2020-12-13 20:40:00,4138438664.6,1051874499.8
2020-12-13 20:45:00,4305563217.9,1090152939.1
2020-12-13 20:50:00,4385212139.7,1075169181.5
2020-12-13 20:55:00,4226031858.6,1031037048.9
2020-12-13 21:00:00,4333590665.9,1065457575.8
2020-12-13 21:05:00,4306445432.5,984823945.63
2020-12-13 21:10:00,4266643504.9,950458677.87
2020-12-13 21:15:00,3825605801.1,899900346.82
2020-12-13 21:20:00,3695471189.1,880918050.83
2020-12-13 21:25:00,3665719135.9,885128281.74
2020-12-13 21:30:00,3793078715.9,904648763.51
2020-12-13 21:35:00,3798437950.0,873954115.81
2020-12-13 21:40:00,3750893333.0,866870591.78
2020-12-13 21:45:00,3928475418.8,857462037.96
